"名称","名称カナ","住所","TEL","FAX","URL","備考","備考２","備考３","備考４","備考５","経度","緯度","分類"
"浦郷３丁目公園","","神奈川県横須賀市浦郷町3-25-23","","","","トイレなし 面積：4,222㎡ 平成23年4月25日開設","","","","","139.633458081198","35.3140690555432","街区公園（北部）"
"追浜東町１丁目第５公園","","神奈川県横須賀市追浜東町1-28-85","","","","トイレなし 面積：7,091㎡ 平成24年8月10日開設","","","","","139.630277403919","35.3098923083957","街区公園（北部）"
"追浜東町２丁目公園","","神奈川県横須賀市追浜東町2-3-24","","","","トイレなし 面積：2,263㎡ 平成24年10月10日開設","","","","","139.628282633051","35.3122371869149","街区公園（北部）"
"南郷公園","","神奈川県横須賀市船越町4-6","","","","トイレあり 面積：4,430㎡ 平成27年8月20日開設","","","","","139.624251986884","35.3016166722448","街区公園（北部）"
"船越８丁目第４公園","","神奈川県横須賀市船越8-10-73","","","","トイレなし 面積：497㎡ 平成22年6月25日開設","","","","","139.630872306488","35.3072684464674","街区公園（北部）"
"浦郷公園","","神奈川県横須賀市浦郷町２丁目７１番地","","","","トイレあり 面積：6,419㎡ 昭和38年4月1日開設","","","","","139.637294619936","35.3087013326929","街区公園（北部）"
"追浜町１丁目公園","","神奈川県横須賀市追浜町１丁目４０番１５","","","","トイレなし 面積：579㎡ 平成1年4月1日開設","","","","","139.624474050919","35.3095373181044","街区公園（北部）"
"追浜東町１丁目公園","","神奈川県横須賀市追浜東町１丁目２８番２６","","","","トイレなし 面積：1,926㎡ 昭和55年4月1日開設","","","","","139.630261399991","35.3093753351289","街区公園（北部）"
"追浜東町１丁目第２公園","","神奈川県横須賀市追浜東町１丁目５１番２","","","","トイレなし 面積：886㎡ 昭和52年7月12日開設","","","","","139.630923340723","35.3106442697133","街区公園（北部）"
"追浜東町１丁目第３公園","","神奈川県横須賀市追浜東町１丁目２８番５４","","","","トイレなし 面積：263㎡ 昭和61年4月1日開設","","","","","139.628846547136","35.3080693984906","街区公園（北部）"
"追浜本町公園","","神奈川県横須賀市追浜本町２丁目２９番１０","","","","トイレなし 面積：2,411㎡ 昭和59年4月1日開設","","","","","139.630488341374","35.3215295498196","街区公園（北部）"
"追浜本町第２公園","","神奈川県横須賀市追浜本町２丁目１番１０６","","","","トイレなし 面積：824㎡ 昭和41年4月1日開設","","","","","139.63031636419","35.319133778474","街区公園（北部）"
"貝山緑地","","神奈川県横須賀市浦郷町５丁目２９３１番６３","","","","トイレあり 面積：45,274㎡ 昭和58年4月1日開設","","","","","139.642690143645","35.3137699081904","街区公園（北部）"
"鷹取公園","","神奈川県横須賀市鷹取１丁目４番４","","","","トイレあり 面積：12,955㎡ 昭和31年5月5日開設","","","","","139.623539061895","35.3151180731229","街区公園（北部）"
"湘南鷹取１丁目公園","","神奈川県横須賀市湘南鷹取１丁目３番３８","","","","トイレなし 面積：4,226㎡ 昭和56年4月1日開設","","","","","139.617947787067","35.3111910557141","街区公園（北部）"
"湘南鷹取１丁目第２公園","","神奈川県横須賀市湘南鷹取１丁目６９番２５０","","","","トイレなし 面積：388㎡ 昭和56年4月1日開設","","","","","139.619859406148","35.3153959475101","街区公園（北部）"
