"名称","名称カナ","住所","TEL","FAX","URL","備考","備考２","備考３","備考４","備考５","経度","緯度","分類"
"本町老人福祉センター","","神奈川県横須賀市本町2-1総合福祉会館３階","046-821-1308","046-821-6180","http://www.city.yokosuka.kanagawa.jp/2620/sisetu/fc00000036.html","60歳以上の高齢者の方が健康で明るく楽しく一日の生活をゆっくりと過ごしていただくための施設で、各種生きがい講座を実施しています。","","","","","139.664823396675","35.2829936409058","福祉施設"
"鴨居老人福祉センター","","神奈川県横須賀市鴨居3-11-11","046-841-4771","046-841-4780","http://www.city.yokosuka.kanagawa.jp/2620/sisetu/fc00000046.html","60歳以上の高齢者の方が健康で明るく楽しく一日の生活をゆっくりと過ごしていただくための施設で、各種生きがい講座を実施しています。","","","","","139.735357784086","35.2498965010554","福祉施設"
"北下浦老人福祉センター","","神奈川県横須賀市長沢2-6-40","046-847-3900","046-847-1586","http://www.city.yokosuka.kanagawa.jp/2620/sisetu/fc00000044.html","60歳以上の高齢者の方が健康で明るく楽しく一日の生活をゆっくりと過ごしていただくための施設で、各種生きがい講座を実施しています。","","","","","139.679112706035","35.2042219241421","福祉施設"
"秋谷老人福祉センター","","神奈川県横須賀市秋谷3-6-25","046-857-0710","046-857-0710","http://www.city.yokosuka.kanagawa.jp/2620/sisetu/fc00000040.html","60歳以上の高齢者の方が健康で明るく楽しく一日の生活をゆっくりと過ごしていただくための施設で、各種生きがい講座を実施しています。","","","","","139.597749290908","35.2414276050867","福祉施設"
"本町老人デイサービスセンター","","神奈川県横須賀市本町2-1　総合福祉会館3階","046-821-1309","046-821-6180","http://www.city.yokosuka.kanagawa.jp/2620/sisetu/fc00000129.html","要介護状態等になった高齢者が食事や入浴、健康チェック、リハビリなど（デイサービス）を受ける施設です。","","","","","139.664883390743","35.2829436432398","福祉施設"
"鴨居老人デイサービスセンター","","神奈川県横須賀市鴨居3-11-11","046-841-4772","046-841-4780","http://www.city.yokosuka.kanagawa.jp/2620/sisetu/fc00000126.html","要介護状態等になった高齢者が食事や入浴、健康チェック、リハビリなど（デイサービス）を受ける施設です。","","","","","139.7353077901","35.2499764874671","福祉施設"
"鷹取老人デイサービスセンター","","神奈川県横須賀市湘南鷹取4-7-1","046-865-3361","046-865-3362","http://www.city.yokosuka.kanagawa.jp/2620/sisetu/fc00000604.html","要介護状態等になった高齢者が食事や入浴、健康チェック、リハビリなど（デイサービス）を受ける施設です。","","","","","139.614779305107","35.3077721137259","福祉施設"
"粟田老人デイサービスセンター","","神奈川県横須賀市ハイランド2-41-1","046-847-2771","046-847-2772","http://www.city.yokosuka.kanagawa.jp/2620/sisetu/fc00000600.html","要介護状態等になった高齢者が食事や入浴、健康チェック、リハビリなど（デイサービス）を受ける施設です。","","","","","139.685111762624","35.22411960829","福祉施設"
"北下浦老人デイサービスセンター","","神奈川県横須賀市長沢2-6-40","046-847-3901","046-847-1586","http://www.city.yokosuka.kanagawa.jp/2620/sisetu/fc00000131.html","要介護状態になった高齢者が食事や入浴、健康チェック、リハビリなど（デイサービス）を受ける施設です。","","","","","139.67908270985","35.2041419336621","福祉施設"
"ケアハウスあっとホーム","","神奈川県横須賀市武3-39-2","046-858-0801","046-858-0808","http://www.city.yokosuka.kanagawa.jp/2620/sisetu/fc00000626.html","独立した生活に不安のある高齢者が入居するための施設（ケアハウス）です。","","","","","139.648855080861","35.2212701705354","福祉施設"
"シャロームケアハウス「ルツの家」","","神奈川県横須賀市走水1-35","046-842-1031","046-842-1324","http://www.city.yokosuka.kanagawa.jp/2620/sisetu/fc00000605.html","独立した生活に不安のある高齢者が入居するための施設（ケアハウス）です。","","","","","139.727478233081","35.2627752508849","福祉施設"
"神奈川後保護施設","","神奈川県横須賀市吉倉町1-105","046-822-2824","046-825-3917","","","","","","","139.648534965461","35.2889034499966","福祉施設"
"重度神奈川後保護施設","","神奈川県横須賀市吉倉町1-105","046-822-2824","046-825-3917","","","","","","","139.648574964654","35.2890134420051","福祉施設"
"第２かがみ田苑","","神奈川県横須賀市野比5-5-5","046-849-5340","046-849-5643","","","","","","","139.708919935172","35.2118106520947","福祉施設"
"三浦しらとり園","","神奈川県横須賀市長沢4-13-1","046-848-5255","046-848-5258","","","","","","","139.677572754123","35.2108511404765","福祉施設"
"清光ホーム","","神奈川県横須賀市武1-1977","046-858-1940","046-858-1942","","","","","","","139.658844070119","35.2324289988766","福祉施設"
"いちばん星","","神奈川県横須賀市太田和4-2213","046-858-1307","046-858-1309","","","","","","","139.636866033233","35.2280994311172","福祉施設"
"横須賀ヘーメット","","神奈川県横須賀市長井1-14-1","046-855-5951","046-855-5952","","","","","","","139.624647087835","35.1981422802058","福祉施設"
"第１かがみ田苑","","神奈川県横須賀市野比5-5-5","046-849-5340","046-849-5643","","","","","","","139.708939935278","35.2117006636969","福祉施設"
"総合福祉会館","","神奈川県横須賀市本町2-1","046-821-1300","046-821-1001","https://www.city.yokosuka.kanagawa.jp/2620/sisetu/fc00000079.html","【開館時間】午前９時から午後９時まで【休館日】年末年始（１２月２９日～１月３日）その他臨時休館日を設けることがあります。","","","","","139.664973382143","35.2829036441727","福祉施設"
"公郷老人憩いの家","","神奈川県横須賀市公郷町6-1","046-854-0206","046-854-0206","http://www.city.yokosuka.kanagawa.jp/2620/sisetu/fc00000034.html","60歳以上の高齢者の方が心身の健康の増進や生きがいを高めるための施設で、作業室、教養室等が無料で利用できる他、各種生きがい講座を実施しています。","","","","","139.673972521002","35.2597759233251","福祉施設"
"福祉援護センター","","神奈川県横須賀市野比５－５－５","046-849-5340","046-849-5643","https://www.city.yokosuka.kanagawa.jp/2620/sisetu/fc00000078.html","","","","","","139.708899934738","35.2119406383121","福祉施設"
"横須賀市社会福祉協議会","","神奈川県横須賀市本町2-1","046-821-1301","046-827-0264","http://www.yokosuka-shakyo.or.jp/shakyo/","","","","","","139.665033376123","35.2828436472209","福祉施設"
"春光学園","","神奈川県横須賀市小矢部2-14-1","046-851-2362","","http://www.city.yokosuka.kanagawa.jp/3910/sisetu/fc00000964.html","","","","","","139.663953276765","35.2537267957709","福祉施設"
"シャローム浦上台","","神奈川県横須賀市浦上台１－１１－１","046-841-0319","046-841-0982","","","","","","","139.710169533577","35.2570158302371","福祉施設"
"愛らんどよこすか（子育て支援センター）","アイランドヨコスカ","神奈川県横須賀市小川町20番地　すくすくかん５F","046-820-1362","046-820-1362","https://www.city.yokosuka.kanagawa.jp/2645/g_info/l100050043.html","妊産婦さんやパパ、ママたちの出会いの場です。お友達作りや、子育て情報交換などにも是非ご利用下さい。","","","","","139.673912549679","35.2800336993627","福祉施設"
"ファミリーサポートセンター","ファミリーサポートセンター","神奈川県横須賀市小川町20番地　すくすくかん４F","046-828-8510","046-828-8510","http://www.city.yokosuka.kanagawa.jp/2645/g_info/l100000271.html","","","","","","139.673912549244","35.2799837027524","福祉施設"
"iｌ Gruppo パレッタ","","神奈川県横須賀市坂本町4-2","046-823-6048","","","","","","","","139.655364210188","35.2722447636393","福祉施設"
"オフィス・ユニコーン","","神奈川県横須賀市舟倉1-9-17 テイクオフ1-301","046-837-3529","","","","","","","","139.699190377534","35.2377879543034","福祉施設"
"喫茶レゼル","","神奈川県横須賀市船越町1-50","046-861-2386","","","","","","","","139.627830564137","35.3006765868835","福祉施設"
"公郷かりがね作業所","","神奈川県横須賀市公郷町4-11-6","046-851-5164","","","","","","","","139.676551417961","35.2558968015767","福祉施設"
"コミュニティセンター・フレンズ","","神奈川県横須賀市池上2-10-18","046-853-5568","","","","","","","","139.646945941243","35.264690563291","福祉施設"
"パン工房ピーターパン","","神奈川県横須賀市東逸見町1-54","046-828-8470","","","","","","","","139.651713351699","35.2820040011102","福祉施設"
"北部あおぞら作業所","","神奈川県横須賀市追浜町3-39","046-866-1143","","","","","","","","139.625987826756","35.3148420651177","福祉施設"
"やすらぎ作業所","","神奈川県横須賀市根岸町4-4-23","046-876-8711","","","","","","","","139.678291107798","35.2536655383962","福祉施設"
"やすらぎ第二作業所","","神奈川県横須賀市公郷町4-11-6","046-852-2467","","","","","","","","139.676652121229","35.2559029703344","福祉施設"
"ワークショップひまわり","","神奈川県横須賀市米が浜通2-18","046-822-9660","","","","","","","","139.67627236672","35.2748742295887","福祉施設"
"わたぼうし作業所","","神奈川県横須賀市坂本町2-32","046-823-5840","","","","","","","","139.656826706455","35.2732362511428","福祉施設"
