"名称","名称カナ","住所","TEL","FAX","URL","備考","備考２","備考３","備考４","備考５","経度","緯度","分類"
"追浜コミュニティセンター","","神奈川県横須賀市夏島町9　 (追浜行政センター内）","046-865-1145","046-865-1145","https://www.city.yokosuka.kanagawa.jp/2742/sisetu/fc00000444.html","「話し合いの場」「ふれあいの場」として地域の人々や各種団体が身近に手軽に、そして多目的に利用できる地域コミュニティづくりの場です。 また、地域の人々の教養の向上、健康の増進、生活文化の振興、社会福祉の増進に寄与するため、各種教養講座、趣味講座、実用講座、イベントなどを開催しています。【開館時間】８時30分～21時【休館日】年末・年始（12月29日から１月３日）※清掃、メンテナンス等で一時使用できない場合もあります。【駐車場】42台","","","","","139.631797238876","35.3183118027256","コミュニティセンター等"
"田浦コミュニティセンター","","神奈川県横須賀市船越町6-77　（田浦行政センター内）","046-861-9007","046-861-9007","https://www.city.yokosuka.kanagawa.jp/2744/sisetu/fc00000445.html","「話し合いの場」「ふれあいの場」として地域の人々や各種団体が身近に手軽に、そして多目的に利用できる地域コミュニティづくりの場です。 また、地域の人々の教養の向上、健康の増進、生活文化の振興、社会福祉の増進に寄与するため、各種教養講座、趣味講座、実用講座、イベントなどを開催しています。【開館時間】８時30分～21時【休館日】年末・年始（12月29日から１月３日）※清掃、メンテナンス等で一時使用できない場合もあります。【駐車場】33台","","","","","139.629037408689","35.30128273407","コミュニティセンター等"
"逸見コミュニティセンター","","神奈川県横須賀市東逸見町2-29　（逸見行政センター内）","046-823-3205","046-823-3205","https://www.city.yokosuka.kanagawa.jp/2746/sisetu/fc00000447.html","「話し合いの場」「ふれあいの場」として地域の人々や各種団体が身近に手軽に、そして多目的に利用できる地域コミュニティづくりの場です。 また、地域の人々の教養の向上、健康の増進、生活文化の振興、社会福祉の増進に寄与するため、各種教養講座、趣味講座、実用講座、イベントなどを開催しています。【開館時間】８時30分～21時【休館日】年末・年始（12月29日から１月３日）※清掃、メンテナンス等で一時使用できない場合もあります。【駐車場】６台","","","","","139.652814493591","35.2802340464653","コミュニティセンター等"
"衣笠コミュニティセンター","","神奈川県横須賀市公郷町2-11　（衣笠行政センター内）","046-852-3596","046-852-3596","https://www.city.yokosuka.kanagawa.jp/2748/sisetu/fc00000446.html","「話し合いの場」「ふれあいの場」として地域の人々や各種団体が身近に手軽に、そして多目的に利用できる地域コミュニティづくりの場です。 また、地域の人々の教養の向上、健康の増進、生活文化の振興、社会福祉の増進に寄与するため、各種教養講座、趣味講座、実用講座、イベントなどを開催しています。【開館時間】８時30分～21時【休館日】年末・年始（12月29日から１月３日）※清掃、メンテナンス等で一時使用できない場合もあります。【駐車場】26台","","","","","139.666263119172","35.2561464658607","コミュニティセンター等"
"大津コミュニティセンター","","神奈川県横須賀市大津町3-34-40　（大津行政センター内）","046-835-2872","046-835-2872","https://www.city.yokosuka.kanagawa.jp/2750/sisetu/fc00000448.html","「話し合いの場」「ふれあいの場」として地域の人々や各種団体が身近に手軽に、そして多目的に利用できる地域コミュニティづくりの場です。 また、地域の人々の教養の向上、健康の増進、生活文化の振興、社会福祉の増進に寄与するため、各種教養講座、趣味講座、実用講座、イベントなどを開催しています。【開館時間】８時30分～21時【休館日】年末・年始（12月29日から１月３日）※　清掃、メンテナンス等で一時使用できない場合もあります。【駐車場】30台","","","","","139.696810586449","35.2601806157106","コミュニティセンター等"
"浦賀コミュニティセンター","","神奈川県横須賀市浦賀5-1-2　（浦賀行政センター内）","046-841-4184","046-841-4184","https://www.city.yokosuka.kanagawa.jp/2752/sisetu/fc00000449.html","「話し合いの場」「ふれあいの場」として地域の人々や各種団体が身近に手軽に、そして多目的に利用できる地域コミュニティづくりの場です。 また、地域の人々の教養の向上、健康の増進、生活文化の振興、社会福祉の増進に寄与するため、各種教養講座、趣味講座、実用講座、イベントなどを開催しています。【開館時間】８時30分～21時【休館日】年末・年始（12月29日から１月３日）※　清掃、メンテナンス等で一時使用できない場合もあります。【駐車場】26台","","","","","139.714009235333","35.247436824703","コミュニティセンター等"
"久里浜コミュニティセンター","","神奈川県横須賀市久里浜6-14-2　（久里浜行政センター内）","046-834-1471","046-834-1471","https://www.city.yokosuka.kanagawa.jp/2754/sisetu/fc00000450.html","「話し合いの場」「ふれあいの場」として地域の人々や各種団体が身近に手軽に、そして多目的に利用できる地域コミュニティづくりの場です。 また、地域の人々の教養の向上、健康の増進、生活文化の振興、社会福祉の増進に寄与するため、各種教養講座、趣味講座、実用講座、イベントなどを開催しています。【開館時間】８時30分～21時【休館日】年末・年始（12月29日から１月３日）※清掃、メンテナンス等で一時使用できない場合もあります。【駐車場】５台","","","","","139.705959919932","35.226629112687","コミュニティセンター等"
"北下浦コミュニティセンター","","神奈川県横須賀市長沢2-7-7　（北下浦行政センター内）","046-849-2866","046-849-2866","https://www.city.yokosuka.kanagawa.jp/2756/sisetu/fc00000451.html","「話し合いの場」「ふれあいの場」として地域の人々や各種団体が身近に手軽に、そして多目的に利用できる地域コミュニティづくりの場です。 また、地域の人々の教養の向上、健康の増進、生活文化の振興、社会福祉の増進に寄与するため、各種教養講座、趣味講座、実用講座、イベントなどを開催しています。【開館時間】８時30分～21時【休館日】年末・年始（12月29日から１月３日）※　清掃、メンテナンス等で一時使用できない場合もあります。【駐車場】22台","","","","","139.679302677047","35.2050318277996","コミュニティセンター等"
"西コミュニティセンター","","神奈川県横須賀市長坂1-2-2　（西行政センター内）","046-857-0896","046-857-0896","https://www.city.yokosuka.kanagawa.jp/2758/sisetu/fc00000339.html","「話し合いの場」「ふれあいの場」として地域の人々や各種団体が身近に手軽に、そして多目的に利用できる地域コミュニティづくりの場です。 また、地域の人々の教養の向上、健康の増進、生活文化の振興、社会福祉の増進に寄与するため、各種教養講座、趣味講座、実用講座、イベントなどを開催しています。【開館時間】８時30分～21時【休館日】年末・年始（12月29日から１月３日）　※清掃、メンテナンス等で一時使用できない場合もあります。【駐車場】49台","","","","","139.625856892151","35.2214200423971","コミュニティセンター等"
"長浦コミュニティセンター","","神奈川県横須賀市長浦町2-45","046-824-3907","","https://www.city.yokosuka.kanagawa.jp/2744/sisetu/fc00000430.html","「話し合いの場」「ふれあいの場」として地域の人々や各種団体が身近に手軽に、そして多目的に利用できる地域コミュニティづくりの場です。 また、地域の人々の教養の向上、健康の増進、生活文化の振興、社会福祉の増進に寄与するため、各種教養講座、趣味講座、実用講座、イベントなどを開催しています。【開館時間】８時30分～21時【休館日】年末・年始（12月29日から１月３日）※清掃、メンテナンス等で一時使用できない場合もあります。【駐車場】18台","","","","","139.643265457551","35.2874935659825","コミュニティセンター等"
